Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
03/31/2017,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",DC,20002,,N/A,Referral,04/07/2017,Closed with explanation,Yes,No,2413477
10/03/2016,Consumer Loan,Installment loan,Managing the loan or lease,,"I have taken out a loan with Citizens One through XXXX financing a new XXXX. They sent me my loan number to setup my account online and when I try to do this and enter a username and password the website does not respond and I can not access anything at all. This has been over a week and I have called twice and they said they are submitting a work order. I am unable to access any information, dont know when my next due date is or how much I am being billed or if I will receive any correspondence about my upcoming payments. Pretty much left in the dark.",,"CITIZENS FINANCIAL GROUP, INC.",NY,117XX,,Consent provided,Web,10/05/2016,Closed with explanation,Yes,No,2140702
01/21/2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"I have opened case XXXX with the XXXX in regard to Calvary Portfolio Services and their failings to comply with FDCPA guidelines. I raised a case with the XXXX after Calvary Portfolio services failed to answer my certified mailing for debt validation as prescribed under the FDCPA guidelines. I have sent written correspondence and also raised XXXX case, but this company is still reporting unverifiable inaccurate information. They initally stated that they did not get correspondence from me and only after providing my certified mail number did the state that they did send validation, which I never received. I would like to escalate this case and have legal action taken against this company.",,"CAVALRY INVESTMENTS, LLC",SC,291XX,,Consent provided,Web,01/21/2016,Closed with explanation,Yes,No,1752682
03/17/2016,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,"Hello, I have been a victim of Identity theft on multiple occasions since 2012 and have reported this to many government agencies including the FTC, IRS, XXXX Police and more. As a result my information has been misused fraudulently and there were charges incurred by parties unknown to me on several occasions on many of my accounts and I have been working relentlessly to remedy the negative effects of this. Almost ALL of the creditors and reporting agencies have done their own investigations and come to the realization that I have indeed been victimized, and most have cleared up their files. 

The one outrageous entity remaining, is XXXX XXXX XXXX, XXXX in XXXX, CA, and their XXXX Collector, XXXX XXXX , who not only refuses to accept the numerous documentation and disputes I have submitted thru the past several years, but also keeps adding {$10000.00} to the fictitious amount they have been reporting ( over {$30000.00} ) each time I dispute their ridiculous charade! Their attempts to pressure the consumer by intimidation are beyond reason! Their lack of willingness to examine the evidence and come to the conclusions that everyone else has, seems like a sinister ordeal! Furthermore, this is all on a corporate account that I was associated with as one of the managers! Where is the Original Instrument of debt? Why are they pursuing me when they have no other recourse? 

Their Ref. # is : XXXX / XXXX ( original Creditor of record ) file number is XXXX The corporation in question was XXXX XXXX XXXX which was owned by some other corporation, ALL of which are dissolved. 

XXXX XXXX XXXX info is : XXXX XXXX XXXX XXXX XXXX. XXXX . XXXX XXXX, CA XXXX Contact : XXXX XXXX, XXXX Collector Ph. XXXX Fax : XXXX They continue to disregard the fact that XXXX HAS acknowledged that there was indeed fraudulent activity, unauthorized account ( s ) and unauthorized use of my information ( XXXX file # XXXX ), and that we have always continued to dispute their report, and said balances and amounts repeatedly. In fact, the representatives from XXXX ( and on a separate occasion, an IRS agent ) are the ones who informed me about the fraudulent activities, and I was unaware of this and the extent of it previous to that! 
Further, the above referenced claim is on a corporate account, and that company was owned by yet XXXX other corporations, all of which have been dissolved and out of business for several years. Simply having been point of contact, or having made any good faith efforts to resolve this while investigating the information does not constitute acceptance of liability by me personally, nor an agreement to the accuracy of the information reported by said collection company in any way. 
Initially, XXXX notified us of fraudulent activity, the IRS investigated and notified me of falsified Tax reports under my information and fixed it and recommended putting a Fraud Alert on my file. Police, FTC and other authorities were notified and reports were filed and Credit Freeze/Alerts were put in place. Since then, XXXX, XXXX, XXXX XXXX, XXXX XXXX and several other institutions have investigated and acknowledge this and ALL have corrected their records. Yet they refuse to comply despite having been provided with ample documentation to that effect and several letters of dispute! 
I have continuously disputed the information, and any personal liability in this matter. That position has not changed, and I demand - once again - that this be corrected and struck from any consumer reports. I am attaching some of the aforementioned supporting documents, and there more available upon request. I appreciate your attention to this matter! 

Respectfully, XXXX XXXX XXXX XXXXXXXXXXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,750XX,,Consent provided,Web,03/21/2016,Closed with explanation,Yes,No,1837895
08/05/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Resurgent Capital Services L.P.,LA,71334,,Consent not provided,Web,08/05/2016,Closed with explanation,Yes,No,2048623
01/07/2015,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,Fidelity Properties Inc.,OH,44203,,N/A,Web,01/07/2015,Closed with explanation,No,No,1183948
04/23/2014,Credit card,,Customer service / Customer relations,,,,CAPITAL ONE FINANCIAL CORPORATION,WI,53224,,N/A,Phone,04/28/2014,Closed with explanation,Yes,Yes,820724
08/29/2015,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",IL,60478,,Consent not provided,Web,08/29/2015,Closed with explanation,Yes,No,1543730
11/06/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,91344,,N/A,Referral,03/25/2014,Closed with explanation,Yes,No,587589
11/09/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"Metro Republic Commercial Service, Inc.",CA,92562,,N/A,Referral,12/06/2016,Closed with explanation,No,No,2201449
03/13/2014,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,DEVAL LLC,CA,92677,,N/A,Web,03/13/2014,Closed with explanation,Yes,Yes,757474
05/30/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Merchants Adjustment Service ( MAS ) has "" willy nilly '' placed a {$110.00} collection on my XXXX credit report. It does not state the original creditor, so in actuality MAS is stating that I owe this money to them. This is bogus reporting and is causing a hit to my credit score. I do not owe this company anything and, judging from MAS ' reporting method, it has no idea whether the information is accurate or not. Just an MAS employee trying to make a quota to my detriment.",Company believes it acted appropriately as authorized by contract or law,"MERCHANTS ADJUSTMENT SERVICE, INC.",AL,352XX,,Consent provided,Web,05/30/2016,Closed with explanation,Yes,Yes,1946585
02/13/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,TFC Credit Corporation,CT,06712,,N/A,Web,02/20/2015,Closed with non-monetary relief,No,No,1239223
09/30/2013,Credit card,,Billing disputes,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,07050,,N/A,Referral,10/02/2013,Closed with explanation,Yes,No,548495
04/27/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Resurgent Capital Services L.P.,NY,11365,,N/A,Web,04/27/2014,Closed with monetary relief,Yes,No,820292
03/09/2017,Debt collection,I do not know,False statements or representation,Indicated committed crime not paying,in XX/XX/2014 i have moved out a apartment complex called XXXX in XXXX TX and they reported some fees to a collection company called National credit XXXX i advised them i have a letter that i turned my keys and garage opener and that they done the walk through with me and they kep saying that im refusing to pay and that they will take me to court i want some of the fees lowered and for them to work with me and they refuse,Company believes it acted appropriately as authorized by contract or law,"National Credit Systems,Inc.",TX,750XX,,Consent provided,Web,03/09/2017,Closed with explanation,Yes,No,2379040
11/14/2016,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,"In brief I believe that I have been a victim of predatory lending practices, relative to my mortgage loan and attempts to refinance my mortgage loan so that I can keep my house, by the following : Bank of America XXXX XXXX XXXX XXXX. 
XXXX XXXX XXXX XXXX ( XXXX ) XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,331XX,,Consent provided,Web,11/14/2016,Closed with explanation,Yes,Yes,2206968
01/09/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"Franklin Collection Service, Inc.",FL,33436,,Consent not provided,Web,02/17/2017,Closed with explanation,Yes,No,2280821
06/04/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,FIFTH THIRD FINANCIAL CORPORATION,SC,29526,,N/A,Web,06/04/2014,Closed with non-monetary relief,Yes,No,880335
01/02/2014,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,JPMORGAN CHASE & CO.,TX,77573,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,653710
10/12/2015,Credit card,,Rewards,,"The credit card company ( American Express ) changed my credit card from one type ( Blue Cash ) to another ( Blue Cash Everyday ) without my consent, and I would lose cash back money because of that. My current card has an annual cycle system for cash back, which means that the cash back I get depends upon the purchases I have made with this card during a 12 month period. My cycle starts on XXXX of XXXX of each year, and I get a lower cash back percentage for the first {$6500.00} I spend with this card, and after that I get more cash back percentage. This year 's cycle also started on XXXX of XXXX, and in the past 4 months, I have made most of my purchases with this card so that I reach the {$6500.00} limit as soon as possible, and start getting more cash back. Now, just when I am about to reach this limit, the credit card company has sent me a letter notifying me that my card has been converted to a different type, which has a completely different cash back system, and as a result, I would receive much lower cash back compared to what I would have gotten with the old card upon reaching the {$6500.00} limit. I contacted their customer service many times and all of their agents understood my issue, but ultimately did n't do anything other than apologizing to me. I told to the agents that this is cheating, and they said that this is a company-wide policy and they have no control on it. As a solution, I offered them to change my card after my current cycle ends, but they denied it. I also offered them to give a higher cash back on previous and future purchases to compensate for my loss, but they denied it.",,AMERICAN EXPRESS COMPANY,IL,604XX,,Consent provided,Web,10/12/2015,Closed with explanation,Yes,No,1603029
